"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"1493","503","","Promo Beneficial Installment Loan","24M","88740","12.59","11/28/2022","0"
"14457","501","","Standard Installment Loan","24M","51649","34.9","11/28/2022","0"
"3946","503","","Promo Beneficial Installment Loan","24M","114375.69","12.59","11/28/2022","0"
"11959","503","","Promo Beneficial Installment Loan","24M","76949","4","11/28/2022","0"
"29220","503","","Promo Beneficial Installment Loan","24M","62009","4","11/29/2022","0"
"22268","501","","Standard Installment Loan","24M","33450","13.05","11/30/2022","0"
"12979","503","","Promo Beneficial Installment Loan","12M","50995.09","1.5","11/30/2022","1"
"13161","501","","Standard Installment Loan","24M","59249","18.17","11/30/2022","0"
"20911","503","","Promo Beneficial Installment Loan","24M","123206.51","15.85","11/30/2022","0"
"3489","503","","Promo Beneficial Installment Loan","24M","71546","4","11/30/2022","0"
"33444","503","","Promo Beneficial Installment Loan","24M","65130","18.17","12/1/2022","0"
"23509","503","","Promo Beneficial Installment Loan","24M","96200","4","12/1/2022","0"
"35379","501","","Standard Installment Loan","18M","24199","15.4","12/2/2022","0"
"15353","503","","Promo Beneficial Installment Loan","24M","70199","4","12/2/2022","0"
"25462","503","","Promo Beneficial Installment Loan","24M","103003","4","12/3/2022","0"
"34150","501","","Standard Installment Loan","18M","71498","25","12/3/2022","0"
"6410","503","","Promo Beneficial Installment Loan","24M","140900","2","12/5/2022","0"
"9266","501","","Standard Installment Loan","24M","102749","18.17","12/5/2022","0"
"2543","503","","Promo Beneficial Installment Loan","24M","136808","2","12/5/2022","0"
"37286","503","","Promo Beneficial Installment Loan","24M","29969","4","12/6/2022","0"
"13351","503","","Promo Beneficial Installment Loan","24M","58847","2","12/6/2022","0"
"8486","501","","Standard Installment Loan","18M","97640","18.17","12/6/2022","0"
"11963","503","","Promo Beneficial Installment Loan","24M","35775","2","12/6/2022","0"
"20036","503","","Promo Beneficial Installment Loan","24M","49499","4","12/7/2022","0"
"10549","503","","Promo Beneficial Installment Loan","24M","71417","4","12/7/2022","0"
"15461","503","","Promo Beneficial Installment Loan","24M","86391","1","12/7/2022","0"
"4292","503","","Promo Beneficial Installment Loan","18M","42677","12.4","12/8/2022","0"
"23837","501","","Standard Installment Loan","24M","57160.97","25","12/8/2022","0"
"29187","503","","Promo Beneficial Installment Loan","24M","32399","2","12/12/2022","0"
"24236","503","","Promo Beneficial Installment Loan","24M","90077","18.17","12/9/2022","0"
"17471","503","","Promo Beneficial Installment Loan","24M","57949","13.75","12/10/2022","0"
"30190","503","","Promo Beneficial Installment Loan","24M","55541","11.45","12/10/2022","0"
"15838","503","","Promo Beneficial Installment Loan","24M","20077","2","12/10/2022","0"
"15351","503","","Promo Beneficial Installment Loan","24M","135235","2","12/12/2022","0"
"1646","501","","Standard Installment Loan","24M","19860","22.57","12/12/2022","0"
"6933","503","","Promo Beneficial Installment Loan","24M","33798","4","12/12/2022","0"
"12836","503","","Promo Beneficial Installment Loan","24M","23506","2","12/22/2022","0"
"26527","503","","Promo Beneficial Installment Loan","24M","73799","4","12/14/2022","0"
"19728","503","","Promo Beneficial Installment Loan","24M","22794","8","12/13/2022","0"
"5785","503","","Promo Beneficial Installment Loan","24M","40082","2","12/14/2022","0"
"16911","501","","Standard Installment Loan","24M","81599","18.17","12/16/2022","0"
"29838","503","","Promo Beneficial Installment Loan","36M","98274","4.5","12/15/2022","0"
"1417","501","","Standard Installment Loan","24M","65118","18.17","12/20/2022","0"
"4038","501","","Standard Installment Loan","24M","150347","16.5","2/9/2024","0"
"22053","501","","Standard Installment Loan","6M","7470.65","1","2/7/2024","0"
"28700","501","","Standard Installment Loan","6M","22564.25","1","2/9/2024","0"
"13395","501","","Standard Installment Loan","12M","25999","16.5","2/12/2024","0"
"14189","501","","Standard Installment Loan","24M","78155","4","2/11/2024","0"
"5945","501","","Standard Installment Loan","6M","61249","28","2/12/2024","0"
"15891","501","","Standard Installment Loan","12M","54490","1","2/14/2024","0"
"7620","503","","Promo Beneficial Installment Loan","12M","58098.33","5.6","2/15/2024","0"
"10092","503","","Promo Beneficial Installment Loan","6M","95916","1","2/16/2024","0"
"17572","503","","Promo Beneficial Installment Loan","12M","73800.8","5.6","2/17/2024","0"
"3968","503","","Promo Beneficial Installment Loan","24M","89775","11.6","2/20/2024","0"
"654","503","","Promo Beneficial Installment Loan","6M","91191","1","2/20/2024","0"
"30500","501","","Standard Installment Loan","6M","15835","1","2/21/2024","0"
"10319","503","","Promo Beneficial Installment Loan","24M","99999","11.6","2/21/2024","0"
"23853","501","","Standard Installment Loan","24M","113905","4","2/21/2024","0"
"29767","503","","Promo Beneficial Installment Loan","24M","69775","11.6","2/23/2024","0"
"17636","501","","Standard Installment Loan","12M","60850","1","2/24/2024","0"
"24263","501","","Standard Installment Loan","24M","91461","6","2/28/2024","0"
"16921","501","","Standard Installment Loan","12M","46900.71","1","2/29/2024","0"
"36284","501","","Standard Installment Loan","6M","36262","1","2/28/2024","0"
"38626","503","","Promo Beneficial Installment Loan","24M","74407","11.6","2/29/2024","0"
"5466","503","","Promo Beneficial Installment Loan","18M","49745","5","3/2/2024","0"
"19700","501","","Standard Installment Loan","18M","77300","2","3/3/2024","0"
"16145","501","","Standard Installment Loan","6M","40745","1","3/3/2024","0"
"14364","501","","Standard Installment Loan","18M","141188","2","3/3/2024","0"
"23455","501","","Standard Installment Loan","12M","38547","1","3/4/2024","0"
"9942","501","","Standard Installment Loan","24M","101050","18.17","3/4/2024","0"
"5799","501","","Standard Installment Loan","12M","69481","17.55","3/5/2024","0"
"9107","501","","Standard Installment Loan","12M","132500","1","3/5/2024","0"
"4956","501","","Standard Installment Loan","10M","41613.75","1","3/6/2024","0"
"16825","501","","Standard Installment Loan","12M","66630","1","3/6/2024","0"
"8863","501","","Standard Installment Loan","10M","17380.13","28","3/6/2024","0"
"9239","501","","Standard Installment Loan","18M","37693.57","28","3/7/2024","0"
"35457","501","","Standard Installment Loan","6M","39210","1","3/7/2024","0"
"1805","501","","Standard Installment Loan","36M","129193","16.5","3/9/2024","0"
"3442","501","","Standard Installment Loan","13M","60634.84","16.5","3/8/2024","0"
"6286","501","","Standard Installment Loan","12M","61340","1","3/9/2024","0"
"17744","503","","Promo Beneficial Installment Loan","12M","39168","7.7","3/11/2024","0"
"6229","501","","Standard Installment Loan","6M","14897","16.5","3/13/2024","0"
"1522","501","","Standard Installment Loan","12M","31750","1","3/13/2024","0"
"13341","501","","Standard Installment Loan","24M","150000","6","3/15/2024","0"
"35497","501","","Standard Installment Loan","8M","26008.4","16.5","3/15/2024","0"
"1413","501","","Standard Installment Loan","6M","36600","1","3/16/2024","0"
"4052","501","","Standard Installment Loan","12M","16999","16.5","3/22/2024","0"
"13177","501","","Standard Installment Loan","12M","7397","16.5","3/20/2024","0"
"17545","503","","Promo Beneficial Installment Loan","24M","122975","11.6","3/26/2024","0"
"14106","501","","Standard Installment Loan","12M","14720","1","3/22/2024","0"
"1578","501","","Standard Installment Loan","18M","14618","2","4/1/2024","0"
"1283","501","","Standard Installment Loan","12M","198250","1","3/23/2024","0"
"13322","501","","Standard Installment Loan","12M","90374","1","3/23/2024","0"
"34379","503","","Promo Beneficial Installment Loan","24M","17075","11.6","3/28/2024","0"
"6426","501","","Standard Installment Loan","12M","73126.2","1","3/24/2024","0"
"9230","501","","Standard Installment Loan","6M","24310","1","3/26/2024","0"
"17436","501","","Standard Installment Loan","12M","177097","1","3/29/2024","0"
"12649","501","","Standard Installment Loan","24M","188555","4","3/30/2024","0"
"2727","501","","Standard Installment Loan","18M","122400","2","3/30/2024","0"
"9029","501","","Standard Installment Loan","6M","44395.35","28","4/3/2024","0"
"39080","501","","Standard Installment Loan","24M","100000","4","4/4/2024","0"
"12161","501","","Standard Installment Loan","18M","163650","10","4/4/2024","0"
"6275","501","","Standard Installment Loan","12M","25024","1","4/6/2024","0"
"9609","501","","Standard Installment Loan","24M","133700","28","4/6/2024","0"
"7804","501","","Standard Installment Loan","6M","12781.75","1","4/7/2024","0"
"34469","501","","Standard Installment Loan","36M","81648","16.5","4/11/2024","0"
"10303","501","","Standard Installment Loan","6M","28273.48","10","4/9/2024","0"
"14354","503","","Promo Beneficial Installment Loan","24M","85499.1","4","12/16/2022","0"
"13325","503","","Promo Beneficial Installment Loan","12M","10634","7.2","12/16/2022","1"
"31663","501","","Standard Installment Loan","18M","15785","18.17","12/17/2022","0"
"2095","503","","Promo Beneficial Installment Loan","24M","144055","2","12/17/2022","0"
"22969","503","","Promo Beneficial Installment Loan","24M","48182.92","4","12/17/2022","0"
"13097","503","","Promo Beneficial Installment Loan","24M","84741","2","12/17/2022","0"
"10328","501","","Standard Installment Loan","36M","125477","15.4","12/17/2022","0"
"19174","503","","Promo Beneficial Installment Loan","24M","128311","4","12/17/2022","0"
"19139","503","","Promo Beneficial Installment Loan","24M","98148.1","4","12/17/2022","0"
"31723","503","","Promo Beneficial Installment Loan","24M","77733","4","12/18/2022","0"
"19193","503","","Promo Beneficial Installment Loan","24M","35999","4","12/18/2022","0"
"38174","501","","Standard Installment Loan","24M","66597","25","12/18/2022","0"
"13555","501","","Standard Installment Loan","18M","25926","18.17","12/18/2022","0"
"14200","503","","Promo Beneficial Installment Loan","24M","62757","2","12/18/2022","0"
"14777","501","","Standard Installment Loan","18M","144134.91","18.17","12/18/2022","0"
"10994","503","","Promo Beneficial Installment Loan","24M","82947","4","12/18/2022","0"
"38051","503","","Promo Beneficial Installment Loan","24M","64751","15.43","12/19/2022","0"
"10982","503","","Promo Beneficial Installment Loan","24M","84599","4","12/20/2022","0"
"9123","501","","Standard Installment Loan","24M","63749","12.9","12/19/2022","0"
"4011","708","Прочее (укажите)","GP Refinance","60M","115705","21","12/20/2022","1"
"14185","503","","Promo Beneficial Installment Loan","24M","23861","2","12/20/2022","0"
"10593","503","","Promo Beneficial Installment Loan","18M","45223","8","12/22/2022","0"
"22894","503","","Promo Beneficial Installment Loan","24M","56698","4","12/23/2022","0"
"10557","503","","Promo Beneficial Installment Loan","24M","64798.2","4","12/21/2022","0"
"20617","503","","Promo Beneficial Installment Loan","24M","59964","8","12/21/2022","0"
"31607","503","","Promo Beneficial Installment Loan","24M","87990","1","12/22/2022","0"
"7952","503","","Promo Beneficial Installment Loan","18M","95504","8","12/22/2022","0"
"13563","503","","Promo Beneficial Installment Loan","24M","43998","2","12/23/2022","0"
"28645","503","","Promo Beneficial Installment Loan","24M","91546","2","12/23/2022","0"
"15579","501","","Standard Installment Loan","24M","49478","18.17","12/27/2022","0"
"4522","503","","Promo Beneficial Installment Loan","24M","60005","4","12/23/2022","0"
"22814","503","","Promo Beneficial Installment Loan","36M","106033","10.87","12/24/2022","0"
"12479","503","","Promo Beneficial Installment Loan","24M","25006","2","12/26/2022","0"
"11019","501","","Standard Installment Loan","24M","143621.02","22.57","12/24/2022","0"
"6564","501","","Standard Installment Loan","24M","62397","14.9","12/25/2022","0"
"12431","503","","Promo Beneficial Installment Loan","24M","31599","4","12/25/2022","0"
"3798","503","","Promo Beneficial Installment Loan","24M","50849","2","2/1/2023","0"
"7014","503","","Promo Beneficial Installment Loan","24M","121110","1","12/25/2022","0"
"1304","503","","Promo Beneficial Installment Loan","24M","58354","2","12/28/2022","0"
"1276","503","","Promo Beneficial Installment Loan","18M","58618","8","12/26/2022","0"
"35675","503","","Promo Beneficial Installment Loan","24M","40499","4","12/26/2022","0"
"19520","501","","Standard Installment Loan","18M","149726","22.57","12/26/2022","0"
"2318","501","","Standard Installment Loan","24M","110739","25","12/26/2022","0"
"21305","501","","Standard Installment Loan","24M","100100","23.28","12/27/2022","0"
"15449","503","","Promo Beneficial Installment Loan","24M","136349","2","12/27/2022","0"
"4347","503","","Promo Beneficial Installment Loan","18M","82254","8","12/27/2022","0"
"4214","503","","Promo Beneficial Installment Loan","24M","92296","2","12/27/2022","0"
"23189","501","","Standard Installment Loan","24M","134964.8","18.17","12/27/2022","0"
"5193","503","","Promo Beneficial Installment Loan","24M","35427","3","12/27/2022","0"
"5193","503","","Promo Beneficial Installment Loan","36M","35296","4.5","12/27/2022","0"
"14854","501","","Standard Installment Loan","24M","58999","18.17","12/28/2022","0"
"29414","503","","Promo Beneficial Installment Loan","24M","140008","14.92","12/28/2022","0"
"13944","503","","Promo Beneficial Installment Loan","24M","57457","2","12/28/2022","0"
"23406","503","","Promo Beneficial Installment Loan","24M","34273","11.45","12/28/2022","0"
"14267","503","","Promo Beneficial Installment Loan","24M","139499","4","12/31/2022","0"
"4579","501","","Standard Installment Loan","18M","23111.64","25","12/29/2022","0"
"5431","501","","Standard Installment Loan","24M","140798","18.17","12/29/2022","0"
"17342","503","","Promo Beneficial Installment Loan","24M","68589","1","12/29/2022","0"
"16661","503","","Promo Beneficial Installment Loan","24M","75452","2","12/30/2022","1"
"6215","503","","Promo Beneficial Installment Loan","24M","54860","2","12/31/2022","0"
"34445","501","","Standard Installment Loan","24M","42961","15","12/31/2022","0"
